text,label
['MARKETING AFFILIATE AGREEMENT'],Non-Compete
['MARKETING AFFILIATE AGREEMENT'],No-Solicit Of Customers
['MARKETING AFFILIATE AGREEMENT'],Audit Rights
['MARKETING AFFILIATE AGREEMENT'],Uncapped Liability
['MARKETING AFFILIATE AGREEMENT'],Cap On Liability
['BUSINESS AFFILIATE AGREEMENT'],Termination For Convenience
['BUSINESS AFFILIATE AGREEMENT'],Audit Rights
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Non-Compete
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Exclusivity
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Termination For Convenience
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Rofr/Rofo/Rofn
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Anti-Assignment
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Revenue/Profit Sharing
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Minimum Commitment
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Volume Restriction
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],License Grant
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Non-Transferable License
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Affiliate License-Licensee
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Post-Termination Services
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Audit Rights
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Cap On Liability
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Insurance
['CHARTER AFFILIATE AFFILIATION AGREEMENT'],Covenant Not To Sue
['AFFILIATE OFFICE AGREEMENT'],Competitive Restriction Exception
['AFFILIATE OFFICE AGREEMENT'],Non-Compete
['AFFILIATE OFFICE AGREEMENT'],Exclusivity
['AFFILIATE OFFICE AGREEMENT'],No-Solicit Of Customers
['AFFILIATE OFFICE AGREEMENT'],Rofr/Rofo/Rofn
['AFFILIATE OFFICE AGREEMENT'],Anti-Assignment
['AFFILIATE OFFICE AGREEMENT'],Post-Termination Services
['AFFILIATE OFFICE AGREEMENT'],Audit Rights
['AFFILIATE OFFICE AGREEMENT'],Liquidated Damages
['CELEBRITY ENDORSEMENT AGREEMENT'],Exclusivity
['CELEBRITY ENDORSEMENT AGREEMENT'],Termination For Convenience
['CELEBRITY ENDORSEMENT AGREEMENT'],Anti-Assignment
['CELEBRITY ENDORSEMENT AGREEMENT'],Revenue/Profit Sharing
['CELEBRITY ENDORSEMENT AGREEMENT'],Volume Restriction
['CELEBRITY ENDORSEMENT AGREEMENT'],License Grant
['CELEBRITY ENDORSEMENT AGREEMENT'],Affiliate License-Licensee
['CELEBRITY ENDORSEMENT AGREEMENT'],Unlimited/All-You-Can-Eat-License
['CELEBRITY ENDORSEMENT AGREEMENT'],Audit Rights
['CELEBRITY ENDORSEMENT AGREEMENT'],Insurance
['ENDORSEMENT AGREEMENT'],Competitive Restriction Exception
['ENDORSEMENT AGREEMENT'],Non-Compete
['ENDORSEMENT AGREEMENT'],Exclusivity
['ENDORSEMENT AGREEMENT'],Non-Disparagement
['ENDORSEMENT AGREEMENT'],Change Of Control
['ENDORSEMENT AGREEMENT'],Anti-Assignment
['ENDORSEMENT AGREEMENT'],Volume Restriction
['ENDORSEMENT AGREEMENT'],License Grant
['ENDORSEMENT AGREEMENT'],Non-Transferable License
['ENDORSEMENT AGREEMENT'],Post-Termination Services
['ENDORSEMENT AGREEMENT'],Exclusivity
['ENDORSEMENT AGREEMENT'],Anti-Assignment
['ENDORSEMENT AGREEMENT'],Revenue/Profit Sharing
['ENDORSEMENT AGREEMENT'],Minimum Commitment
['ENDORSEMENT AGREEMENT'],License Grant
['ENDORSEMENT AGREEMENT'],Non-Transferable License
['ENDORSEMENT AGREEMENT'],Post-Termination Services
['ENDORSEMENT AGREEMENT'],Cap On Liability
['ENDORSEMENT AGREEMENT'],Insurance
['ENDORSEMENT AGREEMENT'],Covenant Not To Sue
['TALENT ENDORSEMENT AGREEMENT'],Non-Compete
['TALENT ENDORSEMENT AGREEMENT'],Anti-Assignment
['TALENT ENDORSEMENT AGREEMENT'],Revenue/Profit Sharing
['TALENT ENDORSEMENT AGREEMENT'],Volume Restriction
['TALENT ENDORSEMENT AGREEMENT'],License Grant
['TALENT ENDORSEMENT AGREEMENT'],Post-Termination Services
['TALENT ENDORSEMENT AGREEMENT'],Audit Rights
['ENDORSEMENT AGREEMENT'],Non-Compete
['ENDORSEMENT AGREEMENT'],Anti-Assignment
['ENDORSEMENT AGREEMENT'],Revenue/Profit Sharing
['ENDORSEMENT AGREEMENT'],License Grant
['ENDORSEMENT AGREEMENT'],Affiliate License-Licensee
['ENDORSEMENT AGREEMENT'],Unlimited/All-You-Can-Eat-License
['ENDORSEMENT AGREEMENT'],Irrevocable Or Perpetual License
['ENDORSEMENT AGREEMENT'],Covenant Not To Sue
['ENDORSEMENT AGREEMENT'],Exclusivity
['ENDORSEMENT AGREEMENT'],Non-Disparagement
['ENDORSEMENT AGREEMENT'],Anti-Assignment
['ENDORSEMENT AGREEMENT'],Revenue/Profit Sharing
['ENDORSEMENT AGREEMENT'],Minimum Commitment
['ENDORSEMENT AGREEMENT'],Volume Restriction
['ENDORSEMENT AGREEMENT'],License Grant
['ENDORSEMENT AGREEMENT'],Post-Termination Services
['ENDORSEMENT AGREEMENT'],Audit Rights
['ENDORSEMENT AGREEMENT'],Insurance
['ENDORSEMENT AGREEMENT'],Exclusivity
['ENDORSEMENT AGREEMENT'],Anti-Assignment
['ENDORSEMENT AGREEMENT'],Volume Restriction
['ENDORSEMENT AGREEMENT'],License Grant
['ENDORSEMENT AGREEMENT'],Non-Transferable License
['ENDORSEMENT AGREEMENT'],Insurance
['Split-Dollar Endorsement Agreement'],Termination For Convenience
['Split-Dollar Endorsement Agreement'],Third Party Beneficiary
['ENDORSEMENT'],Anti-Assignment
['BLOCKCHAIN ADMINISTRATION AND DEVELOPMENT AGREEMENT'],Anti-Assignment
['BLOCKCHAIN ADMINISTRATION AND DEVELOPMENT AGREEMENT'],Revenue/Profit Sharing
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Non-Compete
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Exclusivity
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Termination For Convenience
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Rofr/Rofo/Rofn
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Anti-Assignment
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Revenue/Profit Sharing
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Volume Restriction
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Ip Ownership Assignment
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Joint Ip Ownership
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",License Grant
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Non-Transferable License
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Affiliate License-Licensor
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Affiliate License-Licensee
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Irrevocable Or Perpetual License
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Post-Termination Services
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Audit Rights
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Uncapped Liability
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Cap On Liability
"['LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Insurance
['Development Agreement'],Revenue/Profit Sharing
['Development Agreement'],Audit Rights
['APPLICATION DEVELOPMENT AGREEMENT'],Non-Compete
['APPLICATION DEVELOPMENT AGREEMENT'],Exclusivity
['APPLICATION DEVELOPMENT AGREEMENT'],No-Solicit Of Employees
['APPLICATION DEVELOPMENT AGREEMENT'],Termination For Convenience
['APPLICATION DEVELOPMENT AGREEMENT'],Anti-Assignment
['APPLICATION DEVELOPMENT AGREEMENT'],Ip Ownership Assignment
['APPLICATION DEVELOPMENT AGREEMENT'],License Grant
['APPLICATION DEVELOPMENT AGREEMENT'],Irrevocable Or Perpetual License
['APPLICATION DEVELOPMENT AGREEMENT'],Warranty Duration
['APPLICATION DEVELOPMENT AGREEMENT'],Covenant Not To Sue
['LICENSE AND DEVELOPMENT AGREEMENT'],Non-Compete
['LICENSE AND DEVELOPMENT AGREEMENT'],Exclusivity
['LICENSE AND DEVELOPMENT AGREEMENT'],No-Solicit Of Employees
['LICENSE AND DEVELOPMENT AGREEMENT'],Termination For Convenience
['LICENSE AND DEVELOPMENT AGREEMENT'],Change Of Control
['LICENSE AND DEVELOPMENT AGREEMENT'],Anti-Assignment
['LICENSE AND DEVELOPMENT AGREEMENT'],Revenue/Profit Sharing
['LICENSE AND DEVELOPMENT AGREEMENT'],Minimum Commitment
['LICENSE AND DEVELOPMENT AGREEMENT'],Ip Ownership Assignment
['LICENSE AND DEVELOPMENT AGREEMENT'],Joint Ip Ownership
['LICENSE AND DEVELOPMENT AGREEMENT'],License Grant
['LICENSE AND DEVELOPMENT AGREEMENT'],Non-Transferable License
['LICENSE AND DEVELOPMENT AGREEMENT'],Affiliate License-Licensee
['LICENSE AND DEVELOPMENT AGREEMENT'],Irrevocable Or Perpetual License
['LICENSE AND DEVELOPMENT AGREEMENT'],Post-Termination Services
['LICENSE AND DEVELOPMENT AGREEMENT'],Audit Rights
['LICENSE AND DEVELOPMENT AGREEMENT'],Uncapped Liability
['LICENSE AND DEVELOPMENT AGREEMENT'],Cap On Liability
['LICENSE AND DEVELOPMENT AGREEMENT'],Covenant Not To Sue
['FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive)'],Competitive Restriction Exception
['FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive)'],Non-Compete
['FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive)'],Exclusivity
['FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive)'],Termination For Convenience
['FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive)'],Change Of Control
['FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive)'],Anti-Assignment
['FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive)'],License Grant
['FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive)'],Insurance
['FRANCHISE DEVELOPMENT AGREEMENT (Non-exclusive/Exclusive)'],Covenant Not To Sue
['Consulting and Product Development Agreement'],Competitive Restriction Exception
['Consulting and Product Development Agreement'],Non-Compete
['Consulting and Product Development Agreement'],Exclusivity
['Consulting and Product Development Agreement'],Termination For Convenience
['Consulting and Product Development Agreement'],Anti-Assignment
['Consulting and Product Development Agreement'],Revenue/Profit Sharing
['DEVELOPMENT AND OPTION AGREEMENT'],Non-Compete
['DEVELOPMENT AND OPTION AGREEMENT'],Exclusivity
['DEVELOPMENT AND OPTION AGREEMENT'],Termination For Convenience
['DEVELOPMENT AND OPTION AGREEMENT'],Rofr/Rofo/Rofn
['DEVELOPMENT AND OPTION AGREEMENT'],Change Of Control
['DEVELOPMENT AND OPTION AGREEMENT'],Anti-Assignment
['DEVELOPMENT AND OPTION AGREEMENT'],Revenue/Profit Sharing
['DEVELOPMENT AND OPTION AGREEMENT'],Joint Ip Ownership
['DEVELOPMENT AND OPTION AGREEMENT'],License Grant
['DEVELOPMENT AND OPTION AGREEMENT'],Non-Transferable License
['DEVELOPMENT AND OPTION AGREEMENT'],Affiliate License-Licensor
['DEVELOPMENT AND OPTION AGREEMENT'],Affiliate License-Licensee
['DEVELOPMENT AND OPTION AGREEMENT'],Irrevocable Or Perpetual License
['DEVELOPMENT AND OPTION AGREEMENT'],Post-Termination Services
['DEVELOPMENT AND OPTION AGREEMENT'],Audit Rights
['DEVELOPMENT AND OPTION AGREEMENT'],Uncapped Liability
['DEVELOPMENT AND OPTION AGREEMENT'],Cap On Liability
['DEVELOPMENT AND OPTION AGREEMENT'],Insurance
['DEVELOPMENT AND OPTION AGREEMENT'],Covenant Not To Sue
['MASTER JOINT DEVELOPMENT AGREEMENT'],Rofr/Rofo/Rofn
['MASTER JOINT DEVELOPMENT AGREEMENT'],Anti-Assignment
['MASTER JOINT DEVELOPMENT AGREEMENT'],Joint Ip Ownership
['MASTER JOINT DEVELOPMENT AGREEMENT'],License Grant
['MASTER JOINT DEVELOPMENT AGREEMENT'],Non-Transferable License
['MASTER JOINT DEVELOPMENT AGREEMENT'],Uncapped Liability
['MASTER JOINT DEVELOPMENT AGREEMENT'],Cap On Liability
['OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT'],Termination For Convenience
['OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT'],Change Of Control
['OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT'],Anti-Assignment
['OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT'],Ip Ownership Assignment
['OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT'],License Grant
['OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT'],Non-Transferable License
['OUTSOURCE TECHNOLOGY DEVELOPMENT AGREEMENT'],Covenant Not To Sue
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],Non-Compete
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],Exclusivity
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],No-Solicit Of Customers
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],Anti-Assignment
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],Revenue/Profit Sharing
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],Minimum Commitment
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],Volume Restriction
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],Ip Ownership Assignment
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],Joint Ip Ownership
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],License Grant
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],Post-Termination Services
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],Audit Rights
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],Uncapped Liability
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],Cap On Liability
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],Insurance
['REAL ESTATE EDUCATION TRAINING PROGRAM DEVELOPMENT AGREEMENT'],Covenant Not To Sue
['BUSINESS DEVELOPMENT AGREEMENT'],Most Favored Nation
['BUSINESS DEVELOPMENT AGREEMENT'],Termination For Convenience
['BUSINESS DEVELOPMENT AGREEMENT'],Rofr/Rofo/Rofn
['BUSINESS DEVELOPMENT AGREEMENT'],Anti-Assignment
['BUSINESS DEVELOPMENT AGREEMENT'],Revenue/Profit Sharing
['BUSINESS DEVELOPMENT AGREEMENT'],Ip Ownership Assignment
['BUSINESS DEVELOPMENT AGREEMENT'],Joint Ip Ownership
['BUSINESS DEVELOPMENT AGREEMENT'],License Grant
['BUSINESS DEVELOPMENT AGREEMENT'],Non-Transferable License
['BUSINESS DEVELOPMENT AGREEMENT'],Irrevocable Or Perpetual License
['BUSINESS DEVELOPMENT AGREEMENT'],Post-Termination Services
['BUSINESS DEVELOPMENT AGREEMENT'],Audit Rights
['BUSINESS DEVELOPMENT AGREEMENT'],Cap On Liability
['BUSINESS DEVELOPMENT AGREEMENT'],Warranty Duration
['BUSINESS DEVELOPMENT AGREEMENT'],Insurance
['License and Development Agreement'],Exclusivity
['License and Development Agreement'],Change Of Control
['License and Development Agreement'],Anti-Assignment
['License and Development Agreement'],Revenue/Profit Sharing
['License and Development Agreement'],License Grant
['License and Development Agreement'],Non-Transferable License
['License and Development Agreement'],Affiliate License-Licensee
['License and Development Agreement'],Irrevocable Or Perpetual License
['License and Development Agreement'],Post-Termination Services
['License and Development Agreement'],Audit Rights
['License and Development Agreement'],Cap On Liability
['CO-DEVELOPMENT AGREEMENT'],Competitive Restriction Exception
['CO-DEVELOPMENT AGREEMENT'],Non-Compete
['CO-DEVELOPMENT AGREEMENT'],Exclusivity
['CO-DEVELOPMENT AGREEMENT'],No-Solicit Of Employees
['CO-DEVELOPMENT AGREEMENT'],Rofr/Rofo/Rofn
['CO-DEVELOPMENT AGREEMENT'],Change Of Control
['CO-DEVELOPMENT AGREEMENT'],Anti-Assignment
['CO-DEVELOPMENT AGREEMENT'],Revenue/Profit Sharing
['CO-DEVELOPMENT AGREEMENT'],Minimum Commitment
['CO-DEVELOPMENT AGREEMENT'],Ip Ownership Assignment
['CO-DEVELOPMENT AGREEMENT'],License Grant
['CO-DEVELOPMENT AGREEMENT'],Post-Termination Services
['CO-DEVELOPMENT AGREEMENT'],Audit Rights
['CO-DEVELOPMENT AGREEMENT'],Cap On Liability
['CO-DEVELOPMENT AGREEMENT'],Liquidated Damages
['CO-DEVELOPMENT AGREEMENT'],Insurance
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Non-Compete
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Exclusivity
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Termination For Convenience
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Rofr/Rofo/Rofn
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Change Of Control
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Anti-Assignment
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Revenue/Profit Sharing
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Volume Restriction
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Ip Ownership Assignment
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Joint Ip Ownership
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",License Grant
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Non-Transferable License
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Affiliate License-Licensee
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Irrevocable Or Perpetual License
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Post-Termination Services
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Audit Rights
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Uncapped Liability
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Cap On Liability
"['COLLABORATIVE RESEARCH, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT']",Insurance
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],Exclusivity
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],No-Solicit Of Customers
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],Termination For Convenience
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],Rofr/Rofo/Rofn
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],Anti-Assignment
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],Revenue/Profit Sharing
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],Minimum Commitment
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],Ip Ownership Assignment
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],Joint Ip Ownership
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],License Grant
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],Post-Termination Services
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],Audit Rights
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],Liquidated Damages
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],Warranty Duration
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],Insurance
['DISTRIBUTION AND DEVELOPMENT AGREEMENT'],Covenant Not To Sue
['Mobile Application Development Agreement'],Termination For Convenience
['Mobile Application Development Agreement'],Ip Ownership Assignment
['Mobile Application Development Agreement'],Warranty Duration
['DOMAIN NAME AND CONTENT LICENSE AGREEMENT'],Most Favored Nation
['DOMAIN NAME AND CONTENT LICENSE AGREEMENT'],Exclusivity
['DOMAIN NAME AND CONTENT LICENSE AGREEMENT'],Change Of Control
['DOMAIN NAME AND CONTENT LICENSE AGREEMENT'],Anti-Assignment
['DOMAIN NAME AND CONTENT LICENSE AGREEMENT'],License Grant
['DOMAIN NAME AND CONTENT LICENSE AGREEMENT'],Non-Transferable License
['DOMAIN NAME AND CONTENT LICENSE AGREEMENT'],Affiliate License-Licensee
['DOMAIN NAME AND CONTENT LICENSE AGREEMENT'],Post-Termination Services
['DOMAIN NAME AND CONTENT LICENSE AGREEMENT'],Covenant Not To Sue
['JOINT CONTENT LICENSE AGREEMENT'],Non-Compete
['JOINT CONTENT LICENSE AGREEMENT'],Anti-Assignment
['JOINT CONTENT LICENSE AGREEMENT'],Revenue/Profit Sharing
['JOINT CONTENT LICENSE AGREEMENT'],Minimum Commitment
['JOINT CONTENT LICENSE AGREEMENT'],License Grant
['JOINT CONTENT LICENSE AGREEMENT'],Non-Transferable License
['JOINT CONTENT LICENSE AGREEMENT'],Irrevocable Or Perpetual License
['JOINT CONTENT LICENSE AGREEMENT'],Audit Rights
['JOINT CONTENT LICENSE AGREEMENT'],Uncapped Liability
['JOINT CONTENT LICENSE AGREEMENT'],Cap On Liability
['JOINT CONTENT LICENSE AGREEMENT'],Insurance
['JOINT CONTENT LICENSE AGREEMENT'],Covenant Not To Sue
['CONTENT LICENSING AGREEMENT'],Anti-Assignment
['CONTENT LICENSING AGREEMENT'],Revenue/Profit Sharing
['CONTENT LICENSING AGREEMENT'],License Grant
['CONTENT LICENSING AGREEMENT'],Post-Termination Services
['CONTENT LICENSING AGREEMENT'],Audit Rights
['CONTENT LICENSE AGREEMENT'],Anti-Assignment
['CONTENT LICENSE AGREEMENT'],Revenue/Profit Sharing
['CONTENT LICENSE AGREEMENT'],Volume Restriction
['CONTENT LICENSE AGREEMENT'],License Grant
['CONTENT LICENSE AGREEMENT'],Post-Termination Services
['CONTENT LICENSE AGREEMENT'],Cap On Liability
['FORM OF CONTENT LICENSE AGREEMENT'],Rofr/Rofo/Rofn
['FORM OF CONTENT LICENSE AGREEMENT'],Anti-Assignment
['FORM OF CONTENT LICENSE AGREEMENT'],Revenue/Profit Sharing
['FORM OF CONTENT LICENSE AGREEMENT'],License Grant
['FORM OF CONTENT LICENSE AGREEMENT'],Irrevocable Or Perpetual License
['FORM OF CONTENT LICENSE AGREEMENT'],Uncapped Liability
['FORM OF CONTENT LICENSE AGREEMENT'],Cap On Liability
['CONTENT LICENSE AGREEMENT'],Exclusivity
['CONTENT LICENSE AGREEMENT'],Termination For Convenience
['CONTENT LICENSE AGREEMENT'],Revenue/Profit Sharing
['CONTENT LICENSE AGREEMENT'],License Grant
['CONTENT LICENSE AGREEMENT'],Affiliate License-Licensee
['CONTENT LICENSE AGREEMENT'],Post-Termination Services
['CONTENT LICENSE AGREEMENT'],Audit Rights
['CONTENT LICENSE AGREEMENT'],Cap On Liability
['CONTENT LICENSE AGREEMENT'],Exclusivity
['CONTENT LICENSE AGREEMENT'],Revenue/Profit Sharing
['CONTENT LICENSE AGREEMENT'],Minimum Commitment
['CONTENT LICENSE AGREEMENT'],Ip Ownership Assignment
['CONTENT LICENSE AGREEMENT'],License Grant
['CONTENT LICENSE AGREEMENT'],Covenant Not To Sue
['Program Content License Agreement'],Exclusivity
['Program Content License Agreement'],Rofr/Rofo/Rofn
['Program Content License Agreement'],Change Of Control
['Program Content License Agreement'],Anti-Assignment
['Program Content License Agreement'],Ip Ownership Assignment
['Program Content License Agreement'],License Grant
['Program Content License Agreement'],Non-Transferable License
['CONTENT LICENSE AGREEMENT'],Non-Compete
['CONTENT LICENSE AGREEMENT'],Exclusivity
['CONTENT LICENSE AGREEMENT'],Rofr/Rofo/Rofn
['CONTENT LICENSE AGREEMENT'],Anti-Assignment
['CONTENT LICENSE AGREEMENT'],Revenue/Profit Sharing
['CONTENT LICENSE AGREEMENT'],Minimum Commitment
['CONTENT LICENSE AGREEMENT'],License Grant
['CONTENT LICENSE AGREEMENT'],Non-Transferable License
['CONTENT LICENSE AGREEMENT'],Affiliate License-Licensee
['CONTENT LICENSE AGREEMENT'],Irrevocable Or Perpetual License
['CONTENT LICENSE AGREEMENT'],Audit Rights
['CONTENT LICENSE AGREEMENT'],Uncapped Liability
['CONTENT LICENSE AGREEMENT'],Cap On Liability
['Media Content and License Agreement'],Exclusivity
['Media Content and License Agreement'],Liquidated Damages
['CONTENT LICENSE AGREEMENT'],Exclusivity
['CONTENT LICENSE AGREEMENT'],Termination For Convenience
['CONTENT LICENSE AGREEMENT'],License Grant
['CONTENT LICENSE AGREEMENT'],Affiliate License-Licensee
['CONTENT LICENSE AGREEMENT'],Unlimited/All-You-Can-Eat-License
['CONTENT LICENSE AGREEMENT'],Anti-Assignment
['CONTENT LICENSE AGREEMENT'],License Grant
['CONTENT LICENSE AGREEMENT'],Non-Transferable License
['CONTENT LICENSE AGREEMENT'],Post-Termination Services
['CONTENT LICENSE AGREEMENT'],Cap On Liability
['DISTRIBUTOR AGREEMENT'],Non-Compete
['DISTRIBUTOR AGREEMENT'],Termination For Convenience
['DISTRIBUTOR AGREEMENT'],Anti-Assignment
['DISTRIBUTOR AGREEMENT'],Post-Termination Services
['DISTRIBUTOR AGREEMENT'],Covenant Not To Sue
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Exclusivity
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Non-Disparagement
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Revenue/Profit Sharing
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],License Grant
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Non-Transferable License
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Post-Termination Services
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Audit Rights
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Insurance
['EXCLUSIVE DISTRIBUTOR AGREEMENT'],Covenant Not To Sue
['DISTRIBUTORSHIP AGREEMENT'],Non-Compete
['DISTRIBUTORSHIP AGREEMENT'],Exclusivity
['DISTRIBUTORSHIP AGREEMENT'],Non-Disparagement
['DISTRIBUTORSHIP AGREEMENT'],Termination For Convenience
